dependent_variable,variables,R_squared,p-values,AIC
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2833539605683706,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.93035752324597e-16, 'Interest_Rate_Lag_10': 3.341496280165862e-29, 'Interest_Rate_Pct_Change_Lag_1': 0.0025169032372372364, 'Interest_Rate_Pct_Change_Lag_10': 3.5553578279729976e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.3778740354647398e-06}",241227.37063091417
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2833467571564323,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.8699982427769587e-16, 'Interest_Rate_Lag_10': 3.201108838428989e-29, 'Interest_Rate_Pct_Change_Lag_5': 0.002726970189908512, 'Interest_Rate_Pct_Change_Lag_10': 3.555927096661923e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.3781097858799529e-06}",241227.51726236043
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2833277889017207,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2230982791753029e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.472485602687612e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.4366560222328827e-06}",241225.90336992446
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28331747879673685,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.3652335533989149e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.4731494995759134e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.4369845744398065e-06}",241226.11323257483
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.28326061083189247,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.455040855306893e-14, 'Interest_Rate_Lag_10': 3.784689811418104e-26, 'Interest_Rate_Pct_Change_Lag_1': 0.001941686286472855, 'Interest_Rate_Pct_Change_Lag_5': 0.002102845781648609, 'Interest_Rate_Pct_Change_Lag_10': 3.5754287720983315e-06}",241396.6076405368
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.28317471181965903,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2239632584330728e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3658946989376497e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.474419857845925e-05}",241245.75714195977
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28290518761296624,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.2242884062749483e-18, 'Interest_Rate_Lag_10': 2.3491485474964368e-32, 'Interest_Rate_Pct_Change_Lag_10': 3.5987621587079043e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.3957183729776801e-06}",241234.50296480692
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.2827959034214087,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.016027633207783e-16, 'Interest_Rate_Lag_10': 3.4811646723657414e-29, 'Interest_Rate_Pct_Change_Lag_1': 0.0025440510384478264, 'Interest_Rate_Pct_Change_Lag_10': 3.6209098545253877e-06}",241404.06937885933
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.2827887106467222,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.9530512596337304e-16, 'Interest_Rate_Lag_10': 3.3350092684029315e-29, 'Interest_Rate_Pct_Change_Lag_5': 0.0027560879278619114, 'Interest_Rate_Pct_Change_Lag_10': 3.62148776622386e-06}",241404.21578014016
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2827620821143785,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.4892156195612013e-14, 'Interest_Rate_Lag_10': 3.9045675872562233e-26, 'Interest_Rate_Pct_Change_Lag_1': 0.001946697055330016, 'Interest_Rate_Pct_Change_Lag_5': 0.002108189982764275, 'Interest_Rate_Pct_Change_Lag_20': 1.3947744335495743e-06}",241239.41389750235
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28261658363048425,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.342274143270666e-09, 'Interest_Rate_Lag_10': 1.0751254082206525e-15, 'Interest_Rate_Pct_Change_Lag_1': 1.1647467392235377e-05, 'Interest_Rate_Pct_Change_Lag_5': 0.0025192881584539155, 'Interest_Rate_Pct_Change_Lag_10': 3.58911024047104e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.3921947675838517e-06}",241244.37291092228
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.2824849347106003,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2505331869197032e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.4698113294204998e-06}",241241.04974760895
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.28247463034690345,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.3956159906606268e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.470146395664548e-06}",241241.2592470125
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2823871614244998,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.551013841065907e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.4730122175382997e-06}",241243.0374682797
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_10')",0.28234808485593843,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.288971794838947e-18, 'Interest_Rate_Lag_10': 2.4689598594127815e-32, 'Interest_Rate_Pct_Change_Lag_10': 3.6649549945561373e-06}",241411.18145084087
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.2823317874925879,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.251415914609309e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3962910099022626e-05}",241260.90246108058
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.2822969616049631,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.048842688644067e-16, 'Interest_Rate_Lag_10': 3.6046937906393837e-29, 'Interest_Rate_Pct_Change_Lag_1': 0.002550303803240385, 'Interest_Rate_Pct_Change_Lag_20': 1.4135888613692814e-06}",241246.87098101404
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2822897626800053,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.9848740488168558e-16, 'Interest_Rate_Lag_10': 3.453434387163406e-29, 'Interest_Rate_Pct_Change_Lag_5': 0.0027627536598686677, 'Interest_Rate_Pct_Change_Lag_20': 1.4138298697134372e-06}",241247.01730530837
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.28226350963024094,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.574925475596748e-14, 'Interest_Rate_Lag_10': 4.01802187101388e-26, 'Interest_Rate_Pct_Change_Lag_1': 0.0019680005349545647, 'Interest_Rate_Pct_Change_Lag_5': 0.0021310435799528}",241431.63528468602
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.28224431842880426,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2536450710779304e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.5523104727388124e-05}",241262.68045318226
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.28223401439553253,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.3990446475918214e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.5529870560408644e-05}",241262.88988999516
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28216740340549007,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.133146134173354e-11, 'Interest_Rate_Lag_10': 7.854240884299043e-19, 'Interest_Rate_Pct_Change_Lag_1': 1.179265198838707e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.6331299502165567e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.410305979949907e-06}",241251.5041375488
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.28205895203050324,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.477422836846601e-09, 'Interest_Rate_Lag_10': 1.096073407246534e-15, 'Interest_Rate_Pct_Change_Lag_1': 1.1870166587078594e-05, 'Interest_Rate_Pct_Change_Lag_5': 0.002546598987225598, 'Interest_Rate_Pct_Change_Lag_10': 3.6551239262209495e-06}",241421.06161485845
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28184874522989434,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.313178076569344e-18, 'Interest_Rate_Lag_10': 2.5663655603507513e-32, 'Interest_Rate_Pct_Change_Lag_20': 1.431823454663975e-06}",241253.9785634798
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1')",0.28179942185081974,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.1347798054225043e-16, 'Interest_Rate_Lag_10': 3.738528813350967e-29, 'Interest_Rate_Pct_Change_Lag_1': 0.0025768380258719306}",241439.0719346287
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5')",0.2817922341497665,"{'const': 0.0, 'Interest_Rate_Lag_1': 2.0681887485251662e-16, 'Interest_Rate_Lag_10': 3.5817498593971874e-29, 'Interest_Rate_Pct_Change_Lag_5': 0.0027912139665026282}",241439.21803966648
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2816702963956881,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.5481285554139035e-09, 'Interest_Rate_Lag_10': 1.1118214220165268e-15, 'Interest_Rate_Pct_Change_Lag_5': 0.002553034006793191, 'Interest_Rate_Pct_Change_Lag_10': 3.6749983436646197e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4276601636768377e-06}",241261.60299245897
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.2816107327341789,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.25505050250689e-11, 'Interest_Rate_Lag_10': 8.0775477381360635e-19, 'Interest_Rate_Pct_Change_Lag_1': 1.2017578582988188e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.6997915362944222e-06}",241428.1724794426
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2815593172415789,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.53068193034252e-09, 'Interest_Rate_Lag_10': 1.1160398394027817e-15, 'Interest_Rate_Pct_Change_Lag_1': 1.1928420294897067e-05, 'Interest_Rate_Pct_Change_Lag_5': 0.0025528680841662705, 'Interest_Rate_Pct_Change_Lag_20': 1.428236104393931e-06}",241263.85660781566
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_20')",0.2815453513391828,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_20': 1.5068726382352545e-06}",241258.14018391154
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_1')",0.28140243270590637,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.281651755666929e-05}",241277.78247488558
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_5')",0.28139213440785227,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.4300539824360306e-05}",241277.99154989584
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10')",0.28135219584277327,"{'const': 0.0, 'Interest_Rate_Lag_1': 1.3788346207356631e-18, 'Interest_Rate_Lag_10': 2.683759791825358e-32}",241446.15995363294
Close,"('Interest_Rate_Lag_20', 'Interest_Rate_Pct_Change_Lag_10')",0.28130471819268976,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.632321410482315e-05}",241279.76614444383
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2812217543558242,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.313736407998432e-11, 'Interest_Rate_Lag_10': 8.220984418325767e-19, 'Interest_Rate_Pct_Change_Lag_10': 3.7198903296341826e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4461580346943885e-06}",241268.70924156636
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.2811144248760651,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.68669727507057e-09, 'Interest_Rate_Lag_10': 1.1333257693378919e-15, 'Interest_Rate_Pct_Change_Lag_5': 0.0025805883127447784, 'Interest_Rate_Pct_Change_Lag_10': 3.742272330453531e-06}",241438.25420102716
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.2811107000428882,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.300357549376912e-11, 'Interest_Rate_Lag_10': 8.255836255400585e-19, 'Interest_Rate_Pct_Change_Lag_1': 1.2076519266254238e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.44674278017064e-06}",241270.96297585324
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.28106227223615554,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.661996644343478e-09, 'Interest_Rate_Lag_10': 1.13515803026742e-15, 'Interest_Rate_Pct_Change_Lag_1': 1.2147499565496308e-05, 'Interest_Rate_Pct_Change_Lag_5': 0.002579566062504301}",241456.04843080026
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28095525437256286,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2039110722968105e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3433971194798224e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.698922157675214e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4379996604920498e-06}",241276.11700291658
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_10')",0.2806668420539329,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.440133583026397e-11, 'Interest_Rate_Lag_10': 8.453171572399332e-19, 'Interest_Rate_Pct_Change_Lag_10': 3.787821531509018e-06}",241445.34018231524
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.280649229214181,"{'const': 0.0, 'Interest_Rate_Lag_1': 8.004106059126936e-07, 'Interest_Rate_Lag_5': 5.3696252872814285e-12, 'Interest_Rate_Pct_Change_Lag_1': 0.0020814345500426846, 'Interest_Rate_Pct_Change_Lag_5': 1.3052858179651603e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.6568399228681055e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.421355783622694e-06}",241284.3243291031
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1')",0.28061465190674284,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.420417877659014e-11, 'Interest_Rate_Lag_10': 8.4665720252006715e-19, 'Interest_Rate_Pct_Change_Lag_1': 1.2297768053706541e-05}",241463.1351367146
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2806139451687025,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.741886747792463e-09, 'Interest_Rate_Lag_10': 1.1539777061903967e-15, 'Interest_Rate_Pct_Change_Lag_5': 0.002586933715229994, 'Interest_Rate_Pct_Change_Lag_20': 1.4644808344395507e-06}",241281.0398507279
Close,"('Interest_Rate_Lag_20',)",0.28046387494545155,"{'const': 0.0, 'Interest_Rate_Lag_20': 0.0}",241294.8246838041
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.2803996090557589,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2267503505619574e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3686912589957669e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.766498630146212e-06}",241452.76234702213
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2801815498729793,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.419739909673523e-09, 'Interest_Rate_Lag_5': 4.080782479389021e-15, 'Interest_Rate_Pct_Change_Lag_5': 1.3229223527193432e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.7031774219118116e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.440462266971123e-06}",241291.80550250574
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2801659652033034,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.487565372314572e-11, 'Interest_Rate_Lag_10': 8.639790638015402e-19, 'Interest_Rate_Pct_Change_Lag_20': 1.4833809476494643e-06}",241288.12134145107
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5')",0.28011873815358024,"{'const': 0.0, 'Interest_Rate_Lag_5': 6.876443628685673e-09, 'Interest_Rate_Lag_10': 1.173582977003644e-15, 'Interest_Rate_Pct_Change_Lag_5': 0.002613866326175598}",241473.19560100793
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.28009199290314757,"{'const': 0.0, 'Interest_Rate_Lag_1': 8.126092948470613e-07, 'Interest_Rate_Lag_5': 5.4421796773890284e-12, 'Interest_Rate_Pct_Change_Lag_1': 0.0021045836153520962, 'Interest_Rate_Pct_Change_Lag_5': 1.3308168342612384e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.7239054293714732e-06}",241461.00139456126
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2800202876875326,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2331976598137324e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.7861984788096954e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.474115490625133e-06}",241293.07331160916
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.28000995800678097,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.37610264259179e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.787003687299142e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4744511536584616e-06}",241293.28260681464
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.27989846604403523,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2328102828575495e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3753762147060886e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.4750563723563355e-06}",241295.5414142168
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Lag_10')",0.27967175327703375,"{'const': 0.0, 'Interest_Rate_Lag_5': 4.611980217594739e-11, 'Interest_Rate_Lag_10': 8.858723509992489e-19}",241480.25752204566
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.27962530588400236,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.545761601674854e-09, 'Interest_Rate_Lag_5': 4.1716351850266644e-15, 'Interest_Rate_Pct_Change_Lag_5': 1.3487335711054696e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.7709231107465536e-06}",241468.46161697202
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2795908345699678,"{'const': 0.0, 'Interest_Rate_Lag_1': 8.174064973261015e-07, 'Interest_Rate_Lag_5': 5.5157629138060766e-12, 'Interest_Rate_Pct_Change_Lag_1': 0.0021099544618159386, 'Interest_Rate_Pct_Change_Lag_5': 1.3391716058129607e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4580466437583742e-06}",241303.77216004027
